Date,Name,Year,Letterboxd URI,Rating
2026-02-16,Cure,1997,https://boxd.it/1blA,4.5
2026-02-17,Train Dreams,2025,https://boxd.it/LdDo,4
2026-02-18,Catch Me If You Can,2002,https://boxd.it/29VS,4.5
2026-02-18,John Wick: Chapter 4,2023,https://boxd.it/mh48,5
2026-02-21,Everything Everywhere All at Once,2022,https://boxd.it/jUk4,5
2026-02-28,Sentimental Value,2025,https://boxd.it/GwcG,4
2026-03-02,The Departed,2006,https://boxd.it/28MA,4.5
2026-03-08,School of Rock,2003,https://boxd.it/28xK,3.5
2026-03-09,Good Will Hunting,1997,https://boxd.it/2ahY,4
2026-03-09,Jackie Brown,1997,https://boxd.it/2aVO,4
2026-03-14,"Good Luck, Have Fun, Don't Die",2025,https://boxd.it/Glua,4
2026-03-16,Chinatown,1974,https://boxd.it/29vU,4.5
2026-03-18,Irreversible,2002,https://boxd.it/29as,3.5
2026-03-19,Thank You for Smoking,2005,https://boxd.it/1YOc,4
2026-03-21,Project Hail Mary,2026,https://boxd.it/pEeQ,4.5
2026-03-26,Send Help,2026,https://boxd.it/JuhA,3.5
2026-03-29,After Hours,1985,https://boxd.it/1VfS,4.5
2026-03-30,The Wolf of Wall Street,2013,https://boxd.it/3C1m,4
2026-04-04,The Lord of the Rings: The Fellowship of the Ring,2001,https://boxd.it/2b5O,4
2026-04-06,Malcolm X,1992,https://boxd.it/27WE,5
2026-04-06,Kill Bill: Vol. 2,2004,https://boxd.it/2au4,4
2026-04-07,Dunkirk,2017,https://boxd.it/d0Y6,4
2026-04-17,What's Eating Gilbert Grape,1993,https://boxd.it/28xg,3.5
2026-04-27,The Lord of the Rings: The Two Towers,2002,https://boxd.it/2b5E,4.5
2026-04-28,The Hunger Games: The Ballad of Songbirds & Snakes,2023,https://boxd.it/pZCY,4
2026-05-01,Michael,2026,https://boxd.it/zi5M,4
2026-05-02,The Lord of the Rings: The Return of the King,2003,https://boxd.it/2b5u,4.5
2026-05-02,The Grand Budapest Hotel,2014,https://boxd.it/3ZqO,5
2026-05-06,The Drama,2026,https://boxd.it/OA2w,3
2026-05-13,Decision to Leave,2022,https://boxd.it/qp9e,4.5
2026-05-14,Avatar Aang: The Last Airbender,2026,https://boxd.it/B1BK,4.5
2026-05-19,Clue,1985,https://boxd.it/1MDQ,4.5
2026-05-20,Pulp Fiction,1994,https://boxd.it/29Pq,4.5
2026-05-23,Attack on Titan The Final Chapters: Special 2,2023,https://boxd.it/JyZw,5
2026-05-25,Training Day,2001,https://boxd.it/27A4,4
2026-05-27,The Handmaiden,2016,https://boxd.it/948A,4
2026-05-28,Trainspotting,1996,https://boxd.it/29XY,4
2026-06-01,Perfect Days,2023,https://boxd.it/ATh8,4.5
2026-06-06,Is God Is,2026,https://boxd.it/R80o,3.5
2026-06-09,Ready Player One,2018,https://boxd.it/aZes,4.5
2026-06-10,21 Jump Street,2012,https://boxd.it/J0,4
2026-06-11,Last Night in Soho,2021,https://boxd.it/lbJC,4
2026-06-12,22 Jump Street,2014,https://boxd.it/5Fvy,3.5
2026-06-14,Disclosure Day,2026,https://boxd.it/MDJY,4
2026-06-24,Poison,2023,https://boxd.it/Is7Q,3.5
2026-06-25,I Love Boosters,2026,https://boxd.it/KBIU,4
2026-06-26,Batman: Mask of the Phantasm,1993,https://boxd.it/1N6S,4
2026-06-29,Happiness,1998,https://boxd.it/1VEe,4
